Issuer|Launch_Date|Deal_Amount|Lender|dec_prob|cont_prop|DollarAmt
issuer1|2017-08-19|2000|Company_38|0.193893453106284|0.0276804444612935|55
issuer1|2017-08-19|2000|Company_39|0.271599831059575|0.0901501045329496|180
issuer1|2017-08-19|2000|Company_4|0.760438944445923|0.0656126916641369|131
issuer1|2017-08-19|2000|Company_40|0.257111766142771|0.289257424883544|579
issuer1|2017-08-19|2000|Company_41|0.815087726106867|0.035398825770244|71
issuer1|2017-08-19|2000|Company_42|0.878116440493614|0.078197198943235|156
issuer1|2017-08-19|2000|Company_43|0.247940714238212|0.201705780252814|403
issuer1|2017-08-19|2000|Company_44|0.0785943621303886|0.104169784951955|208
issuer1|2017-08-19|2000|Company_45|0.601864569354802|0.299962274590507|600
issuer1|2017-08-19|2000|Company_46|0.735079596983269|0.235190208186395|470
issuer1|2017-08-19|2000|Company_47|0.129638123093173|0.249837004300207|500
issuer1|2017-08-19|2000|Company_48|0.172733064275235|0.0430048582144082|86
issuer1|2017-08-19|2000|Company_49|0.300785607425496|0.190704466053285|381
issuer1|2017-08-19|2000|Company_5|0.200449316063896|0.134604632528499|269
issuer1|2017-08-19|2000|Company_50|0.0590086139272898|0.103506385465153|207
issuer1|2017-08-19|2000|Company_6|0.335153383668512|0.024886815296486|50
issuer1|2017-08-19|2000|Company_7|0.265365291386843|0.0754159595584497|151
issuer1|2017-08-19|2000|Company_8|0.269579432206228|0.250205943267792|500
issuer1|2017-08-19|2000|Company_9|0.492757367435843|0.0885790589964017|177
issuer1|2017-08-19|5000|Company_1|0.982694787438959|0.241551954997703|1208
issuer1|2017-08-19|5000|Company_10|0.816725694807246|0.159067738708109|795
issuer1|2017-08-19|5000|Company_11|0.850923280464485|0.103935768082738|520
issuer1|2017-08-19|5000|Company_12|0.209954235702753|0.269118660804816|1346
issuer1|2017-08-19|5000|Company_13|0.915523529285565|0.238717788783833|1194
issuer1|2017-08-19|5000|Company_14|0.536094232462347|0.127315140562132|637
issuer1|2017-08-19|5000|Company_15|0.769089660840109|0.207929422217421|1040
issuer1|2017-08-19|5000|Company_16|0.583040284458548|0.0380357495276257|190
issuer1|2017-08-19|5000|Company_17|0.330916506471112|0.213360053440556|1067
issuer1|2017-08-19|5000|Company_18|0.482652914943174|0.287624449445866|1438
issuer1|2017-08-19|5000|Company_19|0.0353934201411903|0.0540983671322465|270
issuer1|2017-08-19|5000|Company_2|0.652008203556761|0.213826017058454|1069
issuer1|2017-08-19|5000|Company_20|0.494111761217937|0.151785171939991|759
issuer1|2017-08-19|5000|Company_21|0.170570950256661|0.0688043638598174|344
issuer1|2017-08-19|5000|Company_22|0.785269835498184|0.120960458507761|605
issuer1|2017-08-19|5000|Company_23|0.0139430968556553|0.138573076785542|693
issuer1|2017-08-19|5000|Company_24|0.0910104643553495|0.0744489813689143|372
issuer1|2017-08-19|5000|Company_25|0.840305909514427|0.297920676623471|1490
issuer1|2017-08-19|5000|Company_26|0.278054523281753|0.156820505834185|784
issuer1|2017-08-19|5000|Company_27|0.519479227717966|0.0494826894951984|247
issuer1|2017-08-19|5000|Company_28|0.467246899148449|0.163905258360319|820
issuer1|2017-08-19|5000|Company_29|0.558284315280616|0.24098005159758|1205
issuer1|2017-08-19|5000|Company_3|0.300374920247123|0.0216817192034796|108
issuer1|2017-08-19|5000|Company_30|0.15630866563879|0.212541313958354|1063
issuer1|2017-08-19|5000|Company_31|0.316558095393702|0.0761918084230274|381
issuer1|2017-08-19|5000|Company_32|0.198575252667069|0.0931523047154769|466
issuer1|2017-08-19|5000|Company_33|0.883693802868947|0.2634167133132|1317
issuer1|2017-08-19|5000|Company_34|0.000980795593932271|0.0383105787914246|192
issuer1|2017-08-19|5000|Company_35|0.218776926398277|0.0461280877701938|231
issuer1|2017-08-19|5000|Company_36|0.184219403658062|0.0918282967060804|459
issuer1|2017-08-19|5000|Company_37|0.636244421824813|0.269571711402386|1348
issuer1|2017-08-19|5000|Company_38|0.137140025850385|0.152926438883878|765
issuer1|2017-08-19|5000|Company_39|0.735739241586998|0.0958975753281265|479
issuer1|2017-08-19|5000|Company_4|0.543945986311883|0.142290339642204|711
issuer1|2017-08-19|5000|Company_40|0.572103413753212|0.0311649317387491|156
issuer1|2017-08-19|5000|Company_41|0.637836463050917|0.0231541932793334|116
issuer1|2017-08-19|5000|Company_42|0.962419292191043|0.190656424686313|953
issuer1|2017-08-19|5000|Company_43|0.229087589774281|0.218319040769711|1092
issuer1|2017-08-19|5000|Company_44|0.496128252940252|0.205184623925015|1026
issuer1|2017-08-19|5000|Company_45|0.798343332950026|0.000345526356250048|2
issuer1|2017-08-19|5000|Company_46|0.795773654943332|0.293338710581884|1467
issuer1|2017-08-19|5000|Company_47|0.701810936909169|0.220178688853048|1101
issuer1|2017-08-19|5000|Company_48|0.0536495726555586|0.214417603751645|1072
issuer1|2017-08-19|5000|Company_49|0.228655914543197|0.291542532085441|1458
issuer1|2017-08-19|5000|Company_5|0.362918639322743|0.0721779868472368|361
issuer1|2017-08-19|5000|Company_50|0.913861075881869|0.266413558577187|1332
issuer1|2017-08-19|5000|Company_6|0.166566657600924|0.202751450752839|1014
issuer1|2017-08-19|5000|Company_7|0.0270289666950703|0.0638840727042407|319
issuer1|2017-08-19|5000|Company_8|0.72341829794459|0.00567927667871118|28
issuer1|2017-08-19|5000|Company_9|0.725846505025402|0.0807419256074354|404
issuer1|2017-08-19|10000|Company_1|0.843474160414189|0.277003304217942|2770
issuer1|2017-08-19|10000|Company_10|0.519079969497398|0.0551473634317517|551
issuer1|2017-08-19|10000|Company_11|0.771249869139865|0.0574274593032897|574
issuer1|2017-08-19|10000|Company_12|0.559370587114245|0.291469181352295|2915
issuer1|2017-08-19|10000|Company_13|0.836185978492722|0.175652867741883|1757
issuer1|2017-08-19|10000|Company_14|0.559308148687705|0.0300256554270163|300
issuer1|2017-08-19|10000|Company_15|0.808902101125568|0.0230628632940352|231
issuer1|2017-08-19|10000|Company_16|0.0607150858268142|0.161975479731336|1620
issuer1|2017-08-19|10000|Company_17|0.401642330223694|0.0361812951508909|362
issuer1|2017-08-19|10000|Company_18|0.3521793987602|0.280891609448008|2809
issuer1|2017-08-19|10000|Company_19|0.355687040835619|0.130318895098753|1303
issuer1|2017-08-19|10000|Company_2|0.788868081988767|0.142881283443421|1429
issuer1|2017-08-19|10000|Company_20|0.383150532143191|0.25330503587611|2533
issuer1|2017-08-19|10000|Company_21|0.979421484982595|0.152922964515165|1529
issuer1|2017-08-19|10000|Company_22|0.133116169366986|0.0177078422857448|177
issuer1|2017-08-19|10000|Company_23|0.581529541406781|0.17358270585537|1736
issuer1|2017-08-19|10000|Company_24|0.863372684922069|0.183799552568235|1838
issuer1|2017-08-19|10000|Company_25|0.443011912284419|0.07709169248119|771
issuer1|2017-08-19|10000|Company_26|0.890881388681009|0.194428928964771|1944
issuer1|2017-08-19|10000|Company_27|0.277104331878945|0.212826881138608|2128
issuer1|2017-08-19|10000|Company_28|0.962937615578994|0.142501810519025|1425
issuer1|2017-08-19|10000|Company_29|0.567203326849267|0.249341464019381|2493
issuer1|2017-08-19|10000|Company_3|0.95441224006936|0.278218083246611|2782
issuer1|2017-08-19|10000|Company_30|0.0671853127423674|0.265199029259384|2652
issuer1|2017-08-19|10000|Company_31|0.636476490180939|0.124590359232388|1246
issuer1|2017-08-19|10000|Company_32|0.684293736703694|0.236836618976668|2368
issuer1|2017-08-19|10000|Company_33|0.209824834950268|0.177188937272877|1772
issuer1|2017-08-19|10000|Company_34|0.620824349345639|0.038559632585384|386
issuer1|2017-08-19|10000|Company_35|0.712873649084941|0.255308130802587|2553
issuer1|2017-08-19|10000|Company_36|0.0314130140468478|0.173669107840396|1737
issuer1|2017-08-19|10000|Company_37|0.105424837674946|0.0167814635206014|168
issuer1|2017-08-19|10000|Company_38|0.965294996742159|0.0313036154955626|313
issuer1|2017-08-19|10000|Company_39|0.10980433342047|0.197353543457575|1974
issuer1|2017-08-19|10000|Company_4|0.523997077019885|0.171391176176257|1714
issuer1|2017-08-19|10000|Company_40|0.519664955325425|0.187183060194366|1872
issuer1|2017-08-19|10000|Company_41|0.347632409771904|0.184917374909855|1849
issuer1|2017-08-19|10000|Company_42|0.120842153206468|0.178340030671097|1783
issuer1|2017-08-19|10000|Company_43|0.734669166617096|0.230487811239436|2305
issuer1|2017-08-19|10000|Company_44|0.818007038906217|0.259038028330542|2590
issuer1|2017-08-19|10000|Company_45|0.430704351747409|0.208756935736164|2088
issuer1|2017-08-19|10000|Company_46|0.85055361315608|0.207878272631206|2079
issuer1|2017-08-19|10000|Company_47|0.380694725550711|0.1108268908225|1108
issuer1|2017-08-19|10000|Company_48|0.357220855075866|0.0405449390877038|405
issuer1|2017-08-19|10000|Company_49|0.841482121730223|0.169219395588152|1692
issuer1|2017-08-19|10000|Company_5|0.695128872757778|0.0124574335757643|125
issuer1|2017-08-19|10000|Company_50|0.812889698427171|0.0914324067067355|914
issuer1|2017-08-19|10000|Company_6|0.847875335719436|0.0350237401435152|350
issuer1|2017-08-19|10000|Company_7|0.492190330987796|0.125554750766605|1256
issuer1|2017-08-19|10000|Company_8|0.705791882704943|0.284764471300878|2848
issuer1|2017-08-19|10000|Company_9|0.942688979674131|0.0872536808252335|873
issuer1|2017-09-08|1000|Company_1|0.753953388193622|0.118019484216347|118
issuer1|2017-09-08|1000|Company_10|0.980376469902694|0.00631660111248493|6
issuer1|2017-09-08|1000|Company_11|0.947759850881994|0.158933212514967|159
issuer1|2017-09-08|1000|Company_12|0.402614612597972|0.283647888572887|284
issuer1|2017-09-08|1000|Company_13|0.0929331092629582|0.204826659662649|205
issuer1|2017-09-08|1000|Company_14|0.291319340933114|0.0374864725163206|37
issuer1|2017-09-08|1000|Company_15|0.186363977147266|0.118902391428128|119
issuer1|2017-09-08|1000|Company_16|0.817979500629008|0.00988493682816625|10
issuer1|2017-09-08|1000|Company_17|0.945193615509197|0.0132255027070642|13
issuer1|2017-09-08|1000|Company_18|0.916121050482616|0.0746357371564955|75
issuer1|2017-09-08|1000|Company_19|0.546757476404309|0.294504011236131|295
issuer1|2017-09-08|1000|Company_2|0.474414032418281|0.0975155230611563|98
issuer1|2017-09-08|1000|Company_20|0.930670503294095|0.0061212802072987|6
issuer1|2017-09-08|1000|Company_21|0.510667866794393|0.00345585064496845|3
issuer1|2017-09-08|1000|Company_22|0.656332231592387|0.11331290693488|113
issuer1|2017-09-08|1000|Company_23|0.75220665265806|0.299158714874648|299
issuer1|2017-09-08|1000|Company_24|0.237055644160137|0.268246952234767|268
issuer1|2017-09-08|1000|Company_25|0.492720564128831|0.141240128106438|141
issuer1|2017-09-08|1000|Company_26|0.517630317946896|0.0832530963001773|83
issuer1|2017-09-08|1000|Company_27|0.510355594800785|0.0977339720819145|98
issuer1|2017-09-08|1000|Company_28|0.863377148285508|0.164198068063706|164
issuer1|2017-09-08|1000|Company_29|0.907894659088925|0.181005616206676|181
issuer1|2017-09-08|1000|Company_3|0.00417312304489315|0.259096582350321|259
issuer1|2017-09-08|1000|Company_30|0.417022524634376|0.211634176340885|212
issuer1|2017-09-08|1000|Company_31|0.0792385104577988|0.284340834966861|284
issuer1|2017-09-08|1000|Company_32|0.963531809626147|0.0910462031839415|91
issuer1|2017-09-08|1000|Company_33|0.440541521180421|0.0398784297052771|40
issuer1|2017-09-08|1000|Company_34|0.197810441022739|0.243459279276431|243
issuer1|2017-09-08|1000|Company_35|0.335560727166012|0.237386261718348|237
issuer1|2017-09-08|1000|Company_36|0.973721423652023|0.0412877020658925|41
issuer1|2017-09-08|1000|Company_37|0.120431028539315|0.0247752832481638|25
issuer1|2017-09-08|1000|Company_38|0.288129352033138|0.294136609020643|294
issuer1|2017-09-08|1000|Company_39|0.430242927279323|0.134885800536722|135
issuer1|2017-09-08|1000|Company_4|0.488269315799698|0.107109755929559|107
issuer1|2017-09-08|1000|Company_40|0.5435669652652|0.177294177655131|177
issuer1|2017-09-08|1000|Company_41|0.392097157426178|0.187817965261638|188
issuer1|2017-09-08|1000|Company_42|0.891549404943362|0.111544838338159|112
issuer1|2017-09-08|1000|Company_43|0.141124061541632|0.165977382659912|166
issuer1|2017-09-08|1000|Company_44|0.647930979961529|0.0152340887580067|15
issuer1|2017-09-08|1000|Company_45|0.67606332548894|0.0195228837663308|20
issuer1|2017-09-08|1000|Company_46|0.188426651526243|0.0271289096446708|27
issuer1|2017-09-08|1000|Company_47|0.405628132168204|0.0758754626149312|76
issuer1|2017-09-08|1000|Company_48|0.431398121407256|0.230251095397398|230
issuer1|2017-09-08|1000|Company_49|0.733672164846212|0.256714372546412|257
issuer1|2017-09-08|1000|Company_5|0.264024943578988|0.22695358148776|227
issuer1|2017-09-08|1000|Company_50|0.0493985838256776|0.00358240068890154|4
issuer1|2017-09-08|1000|Company_6|0.383293257560581|0.285109072364867|285
issuer1|2017-09-08|1000|Company_7|0.925227148458362|0.0612253144383431|61
issuer1|2017-09-08|1000|Company_8|0.84325218712911|0.293473608791828|293
issuer1|2017-09-08|1000|Company_9|0.357388639822602|0.109050240064971|109
issuer1|2017-09-08|2000|Company_1|0.570857125567272|0.112227712827735|224
issuer1|2017-09-08|2000|Company_10|0.301582838175818|0.14999103108421|300
issuer1|2017-09-08|2000|Company_11|0.280231247656047|0.028956182487309|58
issuer1|2017-09-08|2000|Company_12|0.582149085588753|0.0695299130631611|139
issuer1|2017-09-08|2000|Company_13|0.296682257438079|0.24037292317953|481
issuer1|2017-09-08|2000|Company_14|0.04463364277035|0.167916499078274|336
issuer1|2017-09-08|2000|Company_15|0.145974179264158|0.131886101793498|264
issuer1|2017-09-08|2000|Company_16|0.405611730646342|0.129355908371508|259
issuer1|2017-09-08|2000|Company_17|0.842118181986734|0.21832001383882|437
issuer1|2017-09-08|2000|Company_18|0.763497995445505|0.221816662908532|444
issuer1|2017-09-08|2000|Company_19|0.531362794572488|0.2137026068056|427
issuer1|2017-09-08|2000|Company_2|0.516133777564392|0.218796521890908|438
issuer1|2017-09-08|2000|Company_20|0.212843989022076|0.0885044710943475|177
issuer1|2017-09-08|2000|Company_21|0.672437225701287|0.272981047863141|546
issuer1|2017-09-08|2000|Company_22|0.282491319114342|0.290747269894928|581
issuer1|2017-09-08|2000|Company_23|0.668313660658896|0.275480670458637|551
issuer1|2017-09-08|2000|Company_24|0.911592992488295|0.232543791993521|465
issuer1|2017-09-08|2000|Company_25|0.391021046321839|0.249685332435183|499
issuer1|2017-09-08|2000|Company_26|0.25053205830045|0.0991816918132827|198
issuer1|2017-09-08|2000|Company_27|0.587484112475067|0.184329836047255|369
issuer1|2017-09-08|2000|Company_28|0.372875135391951|0.276323131425306|553
issuer1|2017-09-08|2000|Company_29|0.959330897079781|0.212460194528103|425
issuer1|2017-09-08|2000|Company_3|0.846858534961939|0.0168411786435172|34
issuer1|2017-09-08|2000|Company_30|0.785528804408386|0.227611865359359|455
issuer1|2017-09-08|2000|Company_31|0.612771731102839|0.28964042107109|579
issuer1|2017-09-08|2000|Company_32|0.870867324760184|0.109830015012994|220
issuer1|2017-09-08|2000|Company_33|0.657923389226198|0.111158273834735|222
issuer1|2017-09-08|2000|Company_34|0.924431046005338|0.254335490078665|509
issuer1|2017-09-08|2000|Company_35|0.709874518215656|0.0016084921779111|3
issuer1|2017-09-08|2000|Company_36|0.581163278082386|0.170648797298782|341
issuer1|2017-09-08|2000|Company_37|0.508719785138965|0.0512074961559847|102
issuer1|2017-09-08|2000|Company_38|0.840726340189576|0.256512442301028|513
issuer1|2017-09-08|2000|Company_39|0.433715510182083|0.27086124366615|542
issuer1|2017-09-08|2000|Company_4|0.561380165163428|0.0555935296230018|111
issuer1|2017-09-08|2000|Company_40|0.154159479541704|0.00900299318600446|18
issuer1|2017-09-08|2000|Company_41|0.213772960240021|0.280845561227761|562
issuer1|2017-09-08|2000|Company_42|0.356392291141674|0.246201904560439|492
issuer1|2017-09-08|2000|Company_43|0.860641405219212|0.182682546554133|365
issuer1|2017-09-08|2000|Company_44|0.441134878667071|0.148031304893084|296
issuer1|2017-09-08|2000|Company_45|0.171753769507632|0.106043264502659|212
issuer1|2017-09-08|2000|Company_46|0.981606504879892|0.262562321824953|525
issuer1|2017-09-08|2000|Company_47|0.521623675711453|0.179263615468517|359
issuer1|2017-09-08|2000|Company_48|0.936930381925777|0.118844574526884|238
issuer1|2017-09-08|2000|Company_49|0.61213686526753|0.0591392444679514|118
issuer1|2017-09-08|2000|Company_5|0.441427472746|0.191317769838497|383
issuer1|2017-09-08|2000|Company_50|0.0926912440918386|0.11856432678178|237
issuer1|2017-09-08|2000|Company_6|0.626745849382132|0.0374323597876355|75
issuer1|2017-09-08|2000|Company_7|0.912829130422324|0.201573834009469|403
issuer1|2017-09-08|2000|Company_8|0.287527674110606|0.199849187373184|400
issuer1|2017-09-08|2000|Company_9|0.300633401842788|0.0977310766931623|195
issuer1|2017-09-08|5000|Company_1|0.151336707640439|0.00602365548256785|30
issuer1|2017-09-08|5000|Company_10|0.5381651930511|0.23040003455244|1152
issuer1|2017-09-08|5000|Company_11|0.356352722737938|0.213541509769857|1068
issuer1|2017-09-08|5000|Company_12|0.0553317675366998|0.0476913973689079|238
issuer1|2017-09-08|5000|Company_13|0.307874945458025|0.203304934431799|1017
issuer1|2017-09-08|5000|Company_14|0.700502733467147|0.172921261936426|865
issuer1|2017-09-08|5000|Company_15|0.160780327394605|0.122143446863629|611
issuer1|2017-09-08|5000|Company_16|0.248359005665407|0.203342815185897|1017
issuer1|2017-09-08|5000|Company_17|0.483448843238875|0.110986341373064|555
issuer1|2017-09-08|5000|Company_18|0.836951757781208|0.0480025483528152|240
issuer1|2017-09-08|5000|Company_19|0.638261195737869|0.172416817280464|862
issuer1|2017-09-08|5000|Company_2|0.197592905489728|0.162959553999826|815
issuer1|2017-09-08|5000|Company_20|0.149127952056006|0.173704027477652|869
issuer1|2017-09-08|5000|Company_21|0.135922064073384|0.105365939880721|527
issuer1|2017-09-08|5000|Company_22|0.749588458798826|0.297933812253177|1490
issuer1|2017-09-08|5000|Company_23|0.513099208939821|0.241075996099971|1205
issuer1|2017-09-08|5000|Company_24|0.390859924489632|0.0966513674240559|483
issuer1|2017-09-08|5000|Company_25|0.106970744673163|0.273892871243879|1369
issuer1|2017-09-08|5000|Company_26|0.252220171503723|0.213391375774518|1067
issuer1|2017-09-08|5000|Company_27|0.802130262134597|0.263229624624364|1316
issuer1|2017-09-08|5000|Company_28|0.673376394901425|0.0108735137851909|54
issuer1|2017-09-08|5000|Company_29|0.405145360156894|0.088874851539731|444
issuer1|2017-09-08|5000|Company_3|0.941829060902819|0.205131814652123|1026
issuer1|2017-09-08|5000|Company_30|0.580678349593654|0.104129519476555|521
issuer1|2017-09-08|5000|Company_31|0.276494903489947|0.0148554976098239|74
issuer1|2017-09-08|5000|Company_32|0.237971155904233|0.289570910437033|1448
issuer1|2017-09-08|5000|Company_33|0.462212273851037|0.159208610700443|796
issuer1|2017-09-08|5000|Company_34|0.964660093886778|0.174315816932358|872
issuer1|2017-09-08|5000|Company_35|0.106594514101744|0.245819740975276|1229
issuer1|2017-09-08|5000|Company_36|0.362824515206739|0.198397317552008|992
issuer1|2017-09-08|5000|Company_37|0.0596694587729871|0.00231205236632377|12
issuer1|2017-09-08|5000|Company_38|0.697860339889303|0.134358331141993|672
issuer1|2017-09-08|5000|Company_39|0.240396214881912|0.293845255253836|1469
issuer1|2017-09-08|5000|Company_4|0.781596807064489|0.0170422001508996|85
issuer1|2017-09-08|5000|Company_40|0.471637625480071|0.145186352147721|726
issuer1|2017-09-08|5000|Company_41|0.682283020345494|0.256993381166831|1285
issuer1|2017-09-08|5000|Company_42|0.853293389314786|0.111583838844672|558
issuer1|2017-09-08|5000|Company_43|0.706995034590364|0.155442801257595|777
issuer1|2017-09-08|5000|Company_44|0.486427354859188|0.0334427978843451|167
issuer1|2017-09-08|5000|Company_45|0.998511722311378|0.185176598466933|926
issuer1|2017-09-08|5000|Company_46|0.960321945371106|0.0429797590943053|215
issuer1|2017-09-08|5000|Company_47|0.625044855987653|0.193178127030842|966
issuer1|2017-09-08|5000|Company_48|0.45955557259731|0.194969503954053|975
issuer1|2017-09-08|5000|Company_49|0.0996952841524035|0.159622071194462|798
issuer1|2017-09-08|5000|Company_5|0.299716658191755|0.0796962808119133|398
issuer1|2017-09-08|5000|Company_50|0.337007164722309|0.191628578212112|958
issuer1|2017-09-08|5000|Company_6|0.952512528048828|0.049826383846812|249
issuer1|2017-09-08|5000|Company_7|0.623513837577775|0.0774547209497541|387
issuer1|2017-09-08|5000|Company_8|0.918863027123734|0.03442255302798|172
issuer1|2017-09-08|5000|Company_9|0.790688989683986|0.18576012882404|929
issuer1|2017-09-08|10000|Company_1|0.433638039510697|0.244169871322811|2442
issuer1|2017-09-08|10000|Company_10|0.39680995629169|0.0953947323840111|954
issuer1|2017-09-08|10000|Company_11|0.93577197403647|0.085402930341661|854
issuer1|2017-09-08|10000|Company_12|0.115517098922282|0.236588071379811|2366
issuer1|2017-09-08|10000|Company_13|0.865506812231615|0.130178962368518|1302
issuer1|2017-09-08|10000|Company_14|0.772628151345998|0.0181108284043148|181
issuer1|2017-09-08|10000|Company_15|0.654822806827724|0.0873272330733016|873
issuer1|2017-09-08|10000|Company_16|0.618547704070807|0.182424448966049|1824
issuer1|2017-09-08|10000|Company_17|0.872851489111781|0.100651772785932|1007
issuer1|2017-09-08|10000|Company_18|0.456994504434988|0.131512347771786|1315
